id,name,username,numberOfOriginalTweets,numberOfRetweets,numberOfReplies,numberOfQuotes,retweet_ids,retweet_users,reply_users,quote_users,tweets_id,numberOfFollowers,numberOfFollowing,numberOfTweets,created_at,verified,description,location
144327967,Mahadev 🇮🇳,srisriyash1,0.0,100.0,0.0,0.0,1658294821679951872;1658160380924006400;1658278701144985600;1658157209581424640;1658122831299858434;1658057588251176960;1658040591547252736;1658118626493210624;1658081084247257088;1658168429856055299;1658189122169626638;1658193029914853376;1658115856776167426;1658074748369108993;1658276081454161920;1658186143496560674;1658193027641253895;1658223226802012163;1658238328511102977;1658253425656889344;1658159756459253765;1658116348520587267;1658140329151692801;1658163497694564352;1658158224095469568;1658113910396919812;1658132787256492033;1658161800540725250;1658130113525948417;1658132647850422272;1658066555568291840;1658151252541288457;1658152811207741440;1658038465349718017;1658153164456235008;1658153511161573382;1658037285475188736;1658119151984992265;1658137086342610944;1658092984871837698;1658134927617957897;1658135125786259456;1658136335025311744;1658042791446953984;1658099123772440580;1658102877368221696;1658063858311757831;1658099838389747719;1658108748894699522;1658111817724440578;1658082515918409729;1658083080278790145;1658066044424994817;1658057910243450881;1658089293536194561;1657951790107877379;1658016491516870657;1658088056245858305;1658088972222865408;1658015617763639298;1658085875044044803;1658084959880454146;1658063649540284417;1657990429986414593;1658021419794731008;1657947258137223168;1657810817021104128;1657959478594097152;1658017663111790593;1658002577848410113;1658043629150306305;1657970411676508163;1658049582788493315;1658069431409573894;1658057585784918016;1658071339050373121;1658060344433188864;1657357722487226369;1658030836350963712;1657808817747382273;1657712345987051521;1658044549414133760;1657841356960661504;1657987280403922944;1657953646250983425;1657838194325618688;1658007225955172352;1658064984788836353;1657948316947337216;1657917624427356166;1658019385515048960;1657999722421059585;1657997028826431490;1658055891084779521;1657772845508993024;1658006754586951680;1658012374505500672;1658012942493958145;1657944299814932482;1657974220721356805,44196397;187543159;2539191944;1060713474;1097897763445108738;3152123670;723504510;198030688;824922110;859363899291742210;46062566;74980737;797673785268715521;74980737;1068155700168126464;53959258;1068155700168126464;1068155700168126464;1068155700168126464;1068155700168126464;1352832462;44425241;19985444;1090084079964348419;140858122;74980737;1344897174;147994804;74980737;1074560488611201025;1336255199837470721;74980737;318673863;1593576139599261696;1352832462;18839785;1068155700168126464;1090084079964348419;147994804;95588504;840157891633987585;1068155700168126464;147994804;827049793360904192;97217966;355989081;1269723970405875712;381630294;392608775;147994804;1204633082105434113;81582883;1100927498;1068155700168126464;147994804;392608775;147994804;147994804;1068155700168126464;280293549;1447949844;1352832462;240649814;4850873753;262623331;1204633082105434113;1405651435761582090;1515651214200823814;392608775;1029607200120102914;824922110;4366154414;74980737;1444684244156968965;1274690550;147994804;147994804;198030688;1068155700168126464;37396883;979780672750542849;74980737;77509999;1328525867501428736;1090084079964348419;81582883;3241214268;122883428;1204633082105434113;3689294732;74980737;1090084079964348419;392608775;147994804;64098246;1056973148044709888;723504510;381630294;1204633082105434113;147994804,,,1658295902698610688;1658295485508067331;1658295259774828545;1658280780831891456;1658280659108986880;1658280106442346496;1658280068232237056;1658280006374551558;1658279957909454851;1658279882474790912;1658279656359854080;1658279593449537538;1658277711981182976;1658277669161648130;1658277428463038464;1658257179529322498;1658256996095672321;1658256889707220993;1658256852646260736;1658256778251870208;1658247534417006592;1658165365573132289;1658165201387094016;1658165129358237704;1658165078997323776;1658164907932540951;1658163488391409664;1658163392761446401;1658160330772557830;1658160170805997574;1658159831218368543;1658159758300393473;1658159667523076097;1658159491337138179;1658159233454551060;1658159159265701888;1658140005523419136;1658139837742948353;1658137928466419714;1658137372326871041;1658137178747043843;1658137061583384578;1658136938757357569;1658126870657859585;1658123993038061573;1658123944568791041;1658123740293611522;1658123561557532672;1658123522340712450;1658123496717799427;1658094759674511361;1658094616170704897;1658093610758184961;1658093447595671553;1658093283447275521;1658093193915772937;1658093117092896769;1658093069592395778;1658093038206369794;1658092461095280642;1658092338567081984;1658092210544422913;1658074894721077255;1658074814454591489;1658074502725509126;1658074121962389505;1658074092111527937;1658073943222235145;1658073915544018950;1658072573425352704;1658072240859103232;1658072214254542848;1658072173410414592;1658071955231105024;1658071876059512832;1658071846867066880;1658071510253281281;1658071172766892032;1658071078181171200;1658070750006321153;1658070723913478146;1658070645467500546;1658070290872647682;1658070169158049798;1658069939142402052;1658069895484002304;1658069818828902403;1658069555858620416;1658059488866304001;1658059439084109825;1658059340547325954;1658059105204948993;1658059077010829318;1658058933645262850;1658058708436303872;1658058641822367745;1658058420207992834;1658058351173935104;1658058301345611777;1658058231309127681,314.0,26.0,288654.0,2010-05-16T00:24:25.000Z,False,"FCA. AOL Volunteer.Guruji Sri Sri Ravishankar ji.A seeker of truth.Satya and Moksha.
RTs & Favorites not endorsement.","Mumbai, India"
1592840186073088001,Saffronisation भगवा लहर,KeshriRajesh80,0.0,19.0,0.0,0.0,1656569693921067008;1656614653433372673;1656643415717863424;1656250118981705728;1656621296476905474;1656307666988220416;1656177894769704962;1656491377830789122;1656627900999925760;1656478191635304449;1656642813126381568;1656195634712702976;1656214405925969920;1656214605037961216;1656620936186167298;1656614846358487041;1656136717232144385;1656637047069880322;1656658177461727232,1112295704448417793;1444684244156968965;1178620562668568576;1651175126103392263;723504510;1581330341603995648;1646162124723351555;758859344561569792;1199243479714390021;1441755887375241221;532895350;813664120599887872;813664120599887872;813664120599887872;4739860754;296212447;1351924795;2289824455;1444684244156968965,,,1657835516304429056;1657835407487418369;1657835176167374848;1657835021775028225;1657834973527953408;1657834940288106496;1657834910428844033;1657834875855175682;1657834439182008321;1657834329668718592;1657834282763825152;1657833577793605632;1657832905010475008;1657832288833667072;1657830390843977729;1657830333969207296;1657830201357926400;1657829988790579201;1657828995688448000,452.0,1192.0,8101.0,2022-11-16T11:21:46.000Z,False,,
1283114597298429952,Wow,Wow46534890,0.0,40.0,0.0,0.0,1658316050155601923;1658077950494011392;1657990614305341441;1658140197048004609;1657990429986414593;1658145425592049664;1658178600649236481;1658163497694564352;1658164615250055169;1658159756459253765;1657767585578995718;1658124946105614339;1658189328189915136;1658134822706102273;1658068845553422337;1658179016380264450;1657985237572530176;1657312162535329792;1657310492418019328;1657072260979757056;1657293140766883841;1657365683595022341;1657357894118178816;1657434700175032320;1657475867008802817;1657471292801712130;1657380832640901126;1657412794772496384;1657342416234643457;1657234609191649282;1657287057977356290;1657581503440900098;1657746346827481089;1657051198061711361;1657007098969083908;1657300400532340736;1657261979743195136;1656940061831884800;1657007606089564163;1657292998600986629,1373653659205185538;3152123670;1352832462;1558267382;4850873753;202145219;724098420;1090084079964348419;205694126;1352832462;1317176463884492801;3152123670;1302572815267368960;1302572815267368960;2878341252;1184757165828927488;825633424094412801;1352832462;776460131722756100;140858122;1554886449530408960;1352832462;1209409960636907520;1109532876310302721;19985444;16404141;1352832462;776460131722756100;823691984;16404141;74980737;74980737;1240224660479860737;1302572815267368960;223831644;44196397;918243550944305152;1501772314722983936;1515651214200823814;1501772314722983936,,,1658410232643715072;1658410093300555777;1658408783994052609;1658408394888454144;1658407705873383425;1658407345574285312;1658207727469080576;1658207708213051392;1658207646938447872;1658207580131577856;1658207266619920384;1658206420653985792;1658206180249047040;1658205855899336704;1658205457360756736;1658204513453604864;1658046957586370561;1658040863598211072;1658040625831501824;1658039402634022912;1658037228503986176;1658035451436081153;1658034872408219650;1658034377530671105;1658034066015555589;1658033847639080960;1658033834045378565;1658033511209771008;1658033375343693825;1657871460520824832;1657871221328064513;1657792713646026758;1657791382264889344;1657419355523563523;1657418753901035520;1657329356136660993;1657329238436085761;1657328545314799618;1657328405812244480;1657327934544416769,14.0,45.0,5355.0,2020-07-14T19:02:28.000Z,False,,
469708958,Susheel Raina,raina151986,0.0,38.0,1.0,0.0,1658369687586234370;1658329736735760384;1658325949673517056;1658278701144985600;1658024770129248258;1657978910850826241;1657981369983860737;1657974220721356805;1657826537520119808;1657617111253147649;1657670546732253187;1657785084412395525;1657573950627479552;1657652145901174791;1657641756773720065;1657607152218017792;1657457908215603200;1657577368708423680;1657454790698496000;1657619376315715585;1657610185857433601;1657605002272317441;1657605140671791104;1657434782907920384;1657567636455309313;1657418706522370048;1657361634552336384;1657452715839221761;1657454645449719808;1657443775801638913;1657433580392284161;1657317426911145985;1657360338327842817;1657336860426006529;1657352474641203201;1657352311386296320;1657328523047243776;1657326787138027521,95588504;99642673;16404141;2539191944;1646162124723351555;16404141;16404141;147994804;95588504;1525453139163238403;85462891;1244664595991625728;74980737;95588504;1422052101396389888;39240673;84584464;1269723970405875712;84584464;99642673;1297162470511931393;95588504;106081433;934113512;1269723970405875712;1352832462;552842384;1352832462;95588504;1269723970405875712;95588504;1430724718676434950;1419020654;295714480;18839785;18839785;1269723970405875712;147994804,171117515,,1658388619252596739;1658388125394284544;1658332047046508544;1658331988665995265;1658319701355921408;1658259575450075139;1657983472592355329;1657983137262059522;1657983088582971392;1657936850634571776;1657799174199578625;1657797110098706433;1657793006081302530;1657656064157044736;1657655623604121600;1657644732519010310;1657632829667422211;1657632438078836737;1657628610499608577;1657622848511557633;1657621927564042241;1657621824912637953;1657608075904425984;1657608066047803392;1657608037144870912;1657583430778101762;1657466223003844608;1657466168838602752;1657460478560567296;1657460391092584450;1657447942293454848;1657447687103594501;1657410944262361091;1657410803203735554;1657354334039048193;1657354251927171073;1657354230011932672;1657331566086066176;1657331478131511298,92.0,448.0,26558.0,2012-01-20T22:11:21.000Z,False,Lets make india great again!,New Delhi
1418845918892285954,charanSingh63,rcsingh_63,0.0,100.0,0.0,0.0,1658316378779303936;1658185745134149671;1658021008710967296;1658336888791396352;1658331830737858560;1658314283267268608;1658337646496870400;1658354531586158592;1658343942855983104;1658325548505141248;1658291994647486466;1658345840447193089;1658315047196848129;1658327104046645248;1658335599399694336;1658329218818928641;1658299896405848064;1658338937558155265;1658270106311614464;1658194885550153735;1658081373658177539;1657996217673224192;1658038140282769408;1658027337483702272;1658068233105321986;1658170449442791432;1658184216985608193;1658226367564230661;1658055891084779521;1658069452683096065;1658140228966813696;1658128788126060544;1658127628430196736;1658077876212875264;1658132647850422272;1658142155897184256;1658088056245858305;1658151572227121157;1657925140775317506;1658152850307022848;1658137086342610944;1658128788813934592;1658165322220994561;1658157673819557889;1658152811207741440;1658135113820160003;1658092984871837698;1658042632067510273;1658165347961405440;1658156405784981506;1658123122673942534;1658139930537902083;1658167073808470016;1658167068393635840;1658167064878809088;1658167059384250368;1658066636774215683;1658140790923698179;1658140197048004609;1658009641660583936;1658144716406284288;1658163827303919616;1657981829662785537;1658007126432788480;1657691717137584129;1658132915010543619;1658101293741912064;1658124311796785152;1658160332920229888;1658162014127271936;1658027033346342912;1658139347693219841;1658007225955172352;1657941107945402368;1658132787256492033;1658142622844862464;1658156963841347584;1658134323340656640;1658128577836244992;1658158224095469568;1658159756459253765;1658147345220145152;1658141714249551872;1658145549210767360;1658140043868008449;1658146593399357440;1658153164456235008;1658126723156701186;1658148283502546944;1658143534937960448;1658131175116767233;1658136335025311744;1658113802385207298;1658122831299858434;1658153511161573382;1658152086683492352;1658069431409573894;1658035695729135617;1658057585784918016;1658116640905613312,1251083774;97895996;1655526423967444992;25123615;1444684244156968965;18839785;913101446731636736;140858122;1640228993663217664;1289235667516456962;50944856;1430724718676434950;18839785;1963945884;1963945884;1963945884;130104041;18839785;97217966;44196397;1976143068;825243162201448448;95588504;97217966;1422052101396389888;446388764;44196397;1963945884;147994804;724098420;130104041;1644171065487392768;355989081;312790865;1074560488611201025;41313770;147994804;1438690227665702914;2283827468;80512999;147994804;1391715496005824513;318673863;318673863;318673863;355989081;95588504;1430724718676434950;199324867;80512999;1176488316214161408;147994804;1963945884;1963945884;1963945884;1963945884;159253357;1219984813194502144;1558267382;95588504;773124654;1963945884;2283827468;3241214268;1638575765305344002;1480078251003453440;17741799;81582883;2498279960;1963945884;199324867;791761225164152832;3241214268;17670329;1344897174;1099640078513651713;1480078251003453440;81801182;1963945884;140858122;1352832462;1274690550;791761225164152832;1274690550;355989081;50944856;1352832462;44425241;51838199;51838199;1442862282178895878;147994804;147994804;1097897763445108738;18839785;50944856;1444684244156968965;147994804;1274690550;1572648817,,,1658362863579430913;1658362716464238593;1658362647161757697;1658362624612941825;1658362525480792080;1658362477808349184;1658360119149854721;1658360095108104194;1658360073708789760;1658360034622050304;1658359994440622080;1658359959296557058;1658359950232662016;1658359734926454784;1658359713028009994;1658359640332316675;1658359567179448321;1658359553766068224;1658271681683804162;1658271670325620737;1658271656433840130;1658271637106757632;1658271587639123969;1658271529577369600;1658271477496692736;1658271438699397120;1658271422735851521;1658271328963825664;1658169122654674944;1658169083572154368;1658169066178351104;1658169019210563584;1658168884476923904;1658168467818967042;1658168420872130560;1658168370662092805;1658168329675345920;1658168316979216384;1658168305713295361;1658168244841369600;1658168038938775552;1658168006051233792;1658167988724600833;1658167844683800577;1658167806209454081;1658167789633560578;1658167724458250240;1658167688051699712;1658167669244465153;1658167658972585984;1658167608171184128;1658167594141233153;1658167315551383552;1658167298690285570;1658167285423677440;1658167268273176576;1658167127097110529;1658167090933825536;1658166935866191873;1658166925707587584;1658166844547825664;1658166763249631233;1658163371814924312;1658163357910982656;1658163204332343297;1658163188268154881;1658163162888437763;1658162999084068864;1658162931593539584;1658162826429730816;1658162464591319040;1658162401425117186;1658162387831382016;1658162369758109696;1658161001878147073;1658160788253868034;1658160743232024584;1658160625414176768;1658160597438177282;1658160577917902848;1658160528030838784;1658160288225718272;1658160189420470272;1658160135410450433;1658160095069634560;1658159769772003328;1658159655192006656;1658159636351180801;1658159555799560192;1658159528775680000;1658159463180951552;1658158790771089409;1658158755299864577;1658158629919555584;1658158613251391488;1658158526446059520;1658120810941259787;1658120759846248452;1658120715931877388;1658120613444177920,41.0,146.0,26074.0,2021-07-24T08:10:15.000Z,False,"Vulnerable narcissist!
Cynophilist🐶
agathokakological☯️",
1625030487189377025,सनातनी,threadreader511,0.0,88.0,1.0,11.0,1658278701144985600;1658339725625954304;1658315928009076743;1658340703762808834;1658345840447193089;1658334240805883904;1658331726115119105;1658362840707743744;1658364070460813314;1658362871607336961;1658373267529543680;1658374470745337857;1658373180803751937;1658352862664044545;1657371502185185280;1657841943919951875;1657806122366164992;1657930009481469952;1657952000804536321;1657953646250983425;1657972673451032576;1657976835240771584;1657960310454779907;1657990614305341441;1657990429986414593;1657999722421059585;1658000648322056192;1658029749246230528;1658038465349718017;1657378225784516608;1657748852148166659;1655430532300169216;1657652145901174791;1657670687237226496;1657678556565237761;1657662867611725824;1657686017153941504;1657687366214066178;1657694827637805056;1657718580568551425;1657624213950283777;1657407024257454080;1657399809979080705;1657408729170452485;1657639643335073792;1655399627523518464;1655751983087902726;1656124406274600961;1657573957221109760;1654357605391929346;1655831676327714816;1656165357726621698;1656273944125771777;1656704084718804995;1657284811357302784;1657359233002913793;1657366674939736070;1657378064417054720;1657373540990201857;1657284350524940288;1657251950834900992;1657385737921372160;1657383329682067459;1657390909049425920;1657380832640901126;1657405788028284928;1657365683595022341;1657408170787241986;1657411824067698689;1657417941909123079;1657423332726263808;1657427594004889600;1657430949376987136;1657443775801638913;1657445866645381123;1656934082687930369;1656932248468471809;1656931674238906368;1656930663768141824;1656929864673558530;1656750912952729600;1656750207663747072;1656749206055583745;1656748700251877376;1656748052450009092;1656747328789975040;1656746279182147584;1656743811606003712,2539191944;1430724718676434950;1487431723;1269723970405875712;1430724718676434950;1090084079964348419;807625782012964865;1352832462;1269723970405875712;715914817807077378;1430724718676434950;1352832462;977815470;977815470;1216397098423181312;979780672750542849;1467142722863521799;1269723970405875712;1269723970405875712;1090084079964348419;1090084079964348419;1269723970405875712;1352832462;1352832462;4850873753;1090084079964348419;1269723970405875712;1090084079964348419;1593576139599261696;1323548334754201600;1297162470511931393;1124090383657361408;95588504;1533745753394319360;1352832462;1251083774;1373653659205185538;1352832462;1352832462;1269723970405875712;1352832462;1297162470511931393;1297162470511931393;1405651435761582090;823516964;40417097;2160796592;40417097;40417097;40417097;122883428;122883428;122883428;122883428;122883428;44425241;1090084079964348419;1090084079964348419;1090084079964348419;1269723970405875712;1373653659205185538;1090084079964348419;807625782012964865;1352832462;1352832462;1352832462;1352832462;1269723970405875712;1352832462;1090084079964348419;1352832462;1344897174;1090084079964348419;1269723970405875712;1352832462;1352832462;1352832462;1352832462;1352832462;1352832462;1352832462;1352832462;1352832462;1352832462;1352832462;1352832462;1352832462;1352832462,1352832462,1090084079964348419;1090084079964348419;807625782012964865;715914817807077378;1352832462;1269723970405875712;1090084079964348419;1269723970405875712;40417097;40417097;1352832462,1658401216576225283;1658401139468156928;1658401099647438853;1658401074884284417;1658400870273540096;1658400627641417729;1658400498649792512;1658400141114765312;1658400023581958145;1658399948369707009;1658399768752836609;1658399731821985793;1658399677593841664;1658399497922416640;1658398714292228096;1658398659170680832;1658398591692722183;1658398497962590208;1658398267242323968;1658053253752565760;1658053046730100738;1658052387645591553;1658051006150905856;1658050731176521730;1658050475428823042;1658050415089577985;1658050028982927360;1658049811671830528;1658049416232865792;1658049378207297536;1658049211819261952;1658048562331287557;1658048486204649474;1658047994728689664;1658047747520593922;1658047378413465600;1657781480842731520;1657781376257765376;1657745620415975426;1657738338172911617;1657737239873597443;1657737177273630723;1657737083002441731;1657737016992489474;1657736671146942464;1657735880986206209;1657735523094654980;1657735468790976512;1657645857687355393;1657645773964836865;1657645742901846017;1657645689890045953;1657644904380768264;1657643627420737536;1657640272652832768;1657640029467066373;1657639751095308293;1657639067457323008;1657638108408725504;1657635565247008769;1657635275189948416;1657635189798088710;1657635039730106368;1657634679934312448;1657634569150148609;1657633095552741378;1657632910927859715;1657632865134481408;1657632758838214656;1657632537630642187;1657632465568268288;1657632422148857856;1657632393082318849;1657632221161984000;1657631698996322304;1657631485862748161;1657631212566122498;1657631009104625664;1657630413739945984;1657629738742206464;1657629707297521669;1657629526745292800;1657629422768500736;1657628355574009856;1657628067337228291;1657627740483489793;1657627597944287233;1657627459616145408;1657627405983555585;1657627387771916288;1657627361934983168;1657627346499944449;1657627331509506048;1657627299498561536;1657627282050252800;1657627268720787458;1657627253612888064;1657627240623128576;1657627222302400512;1657627208113061888,12.0,22.0,3436.0,2023-02-13T07:14:30.000Z,False,,भारत
263572300,Girish Matta 🇦🇺 🇮🇳,GirishSwamy1,,,,,,,,,,154.0,1017.0,66351.0,2011-03-10T09:07:14.000Z,False,Proud sanghi!,"Sydney, New South Wales"
1418132502963576837,she jin ping pog,PogShe,0.0,1.0,0.0,0.0,1657300423529701376,1548363835005775880,,,1657415849077248002,75.0,188.0,8768.0,2021-07-22T08:57:21.000Z,False,कोरोना चाइना का वायरस है,
2425309910,Dilip V,v_dilip,0.0,30.0,6.0,0.0,1657968707854045184;1657812543837179904;1658300246018097154;1658341473631215618;1658125107083051008;1658142816869179394;1658135979062968320;1658306021012697090;1658325548505141248;1658336395914788865;1658323710682759168;1658332181528481792;1658144519689490438;1658320216919793665;1658158179333836800;1658170901605539858;1658173050028953600;1658162024160051200;1658145524351123456;1658178448484102144;1658156624144486401;1658148137578672128;1658095514683084803;1658099043900293122;1657288467607597059;1657976791779381248;1657993170607837184;1657977263546302464;1657288775633113089;1657287162281488387,345493399;1246435381727260673;1489076464041398277;1126836959588958213;3271971889;1606596835;1243729931055529991;1112295704448417793;1289235667516456962;886170534538596353;1511671290222227459;3306621036;1548363835005775880;1650765429680517120;1323983780206399489;1371041994680586241;1532483910927794176;3007641535;1510950557393231876;18071358;1580922635671699458;72064918;191751052;297437558;1198134034435428352;727396095521886208;242225981;1601198392730083329;153710759;16404141,1548363835005775880;3007641535;1422052101396389888;2296649940;905395102067023872;1243609755106586627,,1658376881744539648;1658375905096642560;1658373787082182658;1658342731545206784;1658342509192544257;1658342483976421377;1658342452233908224;1658341326885367810;1658340977302720513;1658340378238648320;1658336226859155456;1658336198396620800;1658336155086233600;1658335140400218113;1658334242642989057;1658332348583383040;1658184468933545985;1658182535543939072;1658182453910188033;1658182146190868480;1658179729114169344;1658179479746011136;1658178230166360064;1658177380861771776;1658176887456423936;1658174640605499392;1658172897884778498;1658172305787482112;1658096130427854849;1658095870087405569;1658026461805293568;1658026071143612416;1658026036926504961;1658019855407407104;1658018326201925632;1658018262603689986,1154.0,1677.0,38055.0,2014-04-03T08:55:21.000Z,False,"Follow=Follow back,
Un follow=Un Follow back, So Simple 👍
मात्र #RT कर देना; किसी के कथन- लेखन का समर्थन नहीं है।",
207159528,खुश रहना भी जरूरी है,AjitSpecial7,0.0,87.0,13.0,0.0,1658393786832257030;1657986426724827138;1657957618462392320;1658326203483258883;1658168463062630402;1658315713487204352;1658379910447239168;1657812543837179904;1658362840707743744;1658345829340696581;1658369687586234370;1658338937558155265;1658168376211165184;1658094864654008320;1658285601702150144;1658095315197779970;1658302823329832963;1658130113525948417;1658260981649223680;1657806733677572096;1657458037911867393;1658314283267268608;1658158179333836800;1657275518570598400;1657307018515058688;1658314670200225792;1658133500812480514;1658143738622005254;1658169000168423426;1658122831299858434;1658110582933843971;1658152811207741440;1658120736152731649;1657930677764128768;1658114432906526729;1658131772855713793;1658153164456235008;1658125090683506688;1658112643775733760;1657450622680170497;1657451760037031936;1657359168725188608;1658116271907692544;1658087834899697666;1658085875044044803;1657994606842368002;1658064507783221248;1658088130442850305;1658106215015284736;1658108155837005834;1658045271652335618;1658025411375398912;1658049582788493315;1657696152429670401;1658005689875439653;1657994237265461248;1657167795736711168;1658101293741912064;1658099838389747719;1658095852622352387;1658095683025637377;1658081550796484615;1657989185452531713;1658070412667006977;1658057585784918016;1658044549414133760;1657806995238567936;1658029749246230528;1657745569866186752;1657765757172719619;1657683992861376513;1658038140282769408;1658034080917884929;1657988154539020290;1657813251449577473;1657966667769446404;1657948316947337216;1657936336245133314;1657912831680061441;1657974220721356805;1657960310454779907;1657574063567515651;1657757512492544001;1657451909899509760;1657784622057680897;1657760025794977793;1657659175126855680,17741799;1636256272801488896;1621087237097259009;773043289419161600;1297162470511931393;85462891;95588504;1246435381727260673;1352832462;381630294;95588504;18839785;614186125;769108935726997504;17741799;148735394;1571347633402441730;74980737;240649814;1651175126103392263;137780376;18839785;1323983780206399489;112059828;2289628938;18839785;969893076234788864;1642437175412408320;1323548334754201600;1097897763445108738;381630294;318673863;2296649940;1204633082105434113;1616086762237067270;381630294;1352832462;207809313;17741799;1641360502310748162;1651175126103392263;1646162124723351555;240649814;74980737;1447949844;1648889526121824256;1240224660479860737;240649814;17741799;1384792466918830080;3290454356;58242871;74980737;1443497475394867203;17741799;392608775;1645124986997456896;17741799;381630294;17741799;207809313;17741799;74980737;1108694335585837056;1274690550;74980737;1535724398669611008;1090084079964348419;355989081;75509967;1648889526121824256;95588504;1352832462;1261920060307902464;42606652;133655793;1204633082105434113;207809313;97895996;147994804;1352832462;1143907536;1239428412436971521;1646162124723351555;31656892;1204633082105434113;776460131722756100,935142655213703168;76134964;1153045459;1511243317069381632;1216397098423181312;1097897763445108738;935142655213703168;102646919;1274690550;355989081;3483213799;76134964;50943008,,1658414342793056262;1658414278007828483;1658413727148908545;1658413583653298176;1658410985550381058;1658410779828256770;1658403525854912514;1658400655013191680;1658390231056302082;1658390106892320769;1658389787349327873;1658380507350986752;1658377953074458624;1658377906710618115;1658377755749130240;1658335004282200064;1658334961420705793;1658334837919346689;1658334766721105926;1658334649658101763;1658334544997634048;1658334427338948608;1658334268098064387;1658333841407262725;1658333467237662722;1658332613780570113;1658332520323375104;1658332219402797059;1658332016109137920;1658331987059306501;1658331849637150722;1658331628777746433;1658331202753896448;1658183929575137298;1658167472082542597;1658166657141858307;1658166052092534797;1658165812132233219;1658165450453180431;1658165136815710210;1658165039067455511;1658162632841474051;1658159178228150300;1658158138695245826;1658158049075376162;1658120948434759683;1658120883041337346;1658120432883466240;1658120289421606914;1658120085741920256;1658119978405572610;1658119802647465986;1658119604579778568;1658118993025069061;1658118927669403649;1658118658076418048;1658118556481998855;1658106924657778688;1658106162087096326;1658105623937011715;1658105530395643904;1658105106565398529;1658105062210654208;1658104778658816014;1658103778480979976;1658100487235727367;1658099785981648898;1658098663980404739;1658095610392727574;1658094452198572034;1658078068920000512;1658075974968197122;1658075782390988802;1658075522415620097;1658073482809290754;1658060429434691586;1658060096054652929;1658057049551282177;1658054846736375811;1658050252404826114;1658040599579181057;1658039136115208194;1658039035670011905;1658036675333836800;1658023215992545282;1658016322322677760;1657999214666711041;1657998926069260288;1657995496277909504;1657990417718165504;1657980474487193600;1657980440437833729;1657980336834224130;1657978396264079360;1657830705907245056;1657830520426774530;1657829983551717376;1657829934360928258;1657829881323966464;1657829826269442052,1075.0,1151.0,25338.0,2010-10-24T17:30:38.000Z,False,"I LOVE ❤ MY INDIA,
Your willingness and determination decides your future...",Within myself
